,Text
4780,sg yavsak dolandirici herifler sizi
4781,bana arkadasim tavsiye etti asus zenfone aldim defa ariza yapti her seferinde herseyi kaybettim kimseye tavsiye etmem bende vestel venus alacagim emegi gecen herkese tesekkurler
4782,beni bu hale getiren türkcell utansın:) zorla internet paketi kitledi...
4783,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
4784,airpods gore kaba buyuk rakip olamaz bence
4785,"cep telefonuma gelen mesajlardaki kıran kırana kapışma, emniyet, garanti bankası, turkcell ve beşiktaş bld arasında devam ediyor."
4786,o sondaki gülücük olmamış. manası ne onun oyle? komik mi yazdığınız? sevimli mi oldunuz? hayır.
4787,orospu cocugu turkcell ya online islem yapıcam sifremi göndermiyo
4788,superonline nasıl bilmem ama ttneti kesinlikle önermiyorum !
4789,kazanirsa babama hediye edicem tesekurler teknosa
4790,anne karnemin hepsi almiyacaksan kalbimi des gel gidelim insan almaz cocuguna
4791,"en kötüsü de, sms olmadığı zaman telefonum defalarca öter. olduğu zaman ise,  sadece turkcell kontürlerimi yemek için kampanyalar sunar."
4792,bu alinir iste
4793,merhaba belirttiginiz urunle ilgili detayli bilgiye adresimizden ulasabilirsiniz ilginize tesekkur ederiz
4794,merhaba pes turnuvasi ilgili detayli bilgiye adresimizden ulasabilirsiniz ilginize tesekkur ederiz
4795,reklama vereceginiz parayi biraz hizmet azin daha iyi almak icin seyler yapsaniz internet tamamen bitik durumda sirket lesse rksel olamasiniz
4796,tv sehpa modellerinde indirim zaman olacaktir bekliyoruz
4797,o dediğin bu tarife olmasın? bunda sdce konuşma var:/
4798,ozelliklere baktim ozellige fiyat turkiye pahali kacar
4799,merhaba bize ulasan talebinizle ilgili kisa surede sizinle iletisime gececegiz
4800,hepiniz gorun verilen hizmeti reklama para var ama alt yapiya zirnik yok
4801,turk telekomda muhattap eksikligi var memnuniyet diye bisey yok adamlar seni inek yerine koyuyor sagiyor
4802,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
4803,turk telekomun evden interneti kurus etmez surekli kesiliyor evde internet varmi yokmu belli degil bosuna para oduyoruz hic tavsiye etmiyorum kimse almasin bende birakacagim
4804,fiyatlar ucmus
4805,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
4806,aslinda tam olarak vor degil teleffuzu sessiz seklinde olur sonraki harfi yutulur sonuc olarak gad deriz d
4807,ne fiberi ankaranin merkezinde bile cekmiyo bazen internet kaldi tasiycam hattimi
4808,ya goruyorum ama internet paketi geldi diye interneti aciyim dedim butun kontorlerimi
4809,turk telekom sizin bana yardimci olabileceginize artik inanmiyorum sayisini ben bile hatirlamiyorum biraktigim sikayet kayitlarinin hala bana nasil yardimci olabiliriz diyorsunuz israrla teknik ekibinizin vermis oldugu beyan kesinlikle dogru olmadigini yanlistir diyorum ama karsimda muhatap kimse yok siz sekilde fiberliyorsunuz
4810,oc musteri hizmetleri kukla ettiniz amk turkcell beni sessimden tanirmis
4811,olmadık yere kontörümü yiyen turkcell i kınıyorum haberin olsun.
4812,"bugün turkcell tarafından çekilişe katıldığım için tebrik aldım. o zaman anladım ki benim için küçük insanlık, için büyük bir adım atmışım."
4813,tabi esra hnm dmnizden teflon nonuzu alabilirim turkcell olacak
4814,faturaliyim telefon uyumlu ayaksiniz anlamiyorumkiii kotami doldu admin
4815,birde bahsediyoruz siz once buralarda getirin
4816,cagatayi selocan yapip yanima vericeklerse geciyim turkcele ...
4817,kopan hat kablosunu komple degistirmek yerine yama yapan sorunu musterisinde arayan daha bircok sikinti cikaran sizler kati vaad ediyorsunuz hmm ilginc
4818,vestelden ikinci camasir makinesi aldim bozuldu
4819,bende fiberledim
4820,mutlu keyi̇fli̇ pazarlar i̇zmi̇r....unutmayin hayat paylaşinca güzel...
4821,c pro kdr
4822,yerlim mali yurdum mali herkes onu kullanmali
4823,rumara olayini hala anlayamadim ben :)
4824,yaptim
4825,saka gibisin net internet arizaniz devam ediyorsa devam bosluk ariza giderildi ise giderildi bosluk ariza yazip gonderebilirsiniz
4826,bebegimi ilk kucagima aldigimda iste gercek ask olsa gerek dedim butun acilarimi dertlerimi unuttum sanki dunya ustunde yasayan sadece bebegim bendim mutluluk kelimesi hissettigim duygularimin yaninda kalir yani anlatilmaz yasanir
4827,abi allah kolaylik versin isini hakkinla yapiyosun
4828,bu turkcell'de iyice uçtu. yok 20 yükle 120 al 40 yükle 400 al hesaplamalarıma göre 30bin tl yüklesem şirketi...
4829,fiberlenmiyor kardes uydurma
4830,ronaldoya reklam parasi vermek bizi madur etmek yerine kaliteyi artirsaniz daha iyi olmaz miydi
4831,oldumu vestel bak buzdilabimiz bile vestel haa ayip etme
4832,merhaba simdi ben woops super paketini aldim geceneten yararlanmak icin ama malesef surekli uyariyi aliyor mobil hatiniz mevcut paketinle kampanyadan yararlanamiyorsunuz diyor
4833,tabletler tutulmuyo
4834,"o zaman bi daha sen de öyle davranma, sen ataydın o da iyiydi. hem turkcell neyine yetmiyo :("
4835,oncelikle dogum gunun simdiden kutlu olsun canim arkadasim eylule kalmiski sunun surasinda beril hursu kendine bakmayi ilgilenmeyi kadar sevidgini biliyorum sen her halinle guzel olsanda bugunlerde ihtiyacin olan perugun isine yarayacagini dusundum kisa zamanda sagligina kavusacagini yine eskisi gibi gur saclarin cikacagina eminim daha nice guzel gunlere hep birlikte iyiki dogmusun tatlim
4836,ist isen sana iphone 4 s vereyim sana 2000 tl turkcell 2500 satıyor
4837,allah belani versin hirsiz turk telekom
4838,izmirde evimde kuytu kosede degil avea iken ceken telefon turktelekom olunca hic cekmez oldu dopdogru telefonla konusamiyoruzki internetini kim kaybetmiste biz bulalim girelim
4839,beyaz esyalarim vestelden tesekkurlet
4840,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
4841,turkcell cekmesi gereken reklam filmi nerde fiberiniz pardon
4842,ayni sorun bende var her sey urunu satana kadar her seferinde uretici firmaya konunun aciliyeti bildirildi deniliyor oldu hakem heyeti karari cikali icraya vericeksin yoksa adam yerine koymuyorlar
4843,reklamdan baska birsey degil gun boyunca yeri telefon kapali kaldi hemde basit olaydan dolayi telekom kutusundaki soketi tam yerlestirmemis ondan dolayi kapali kaldi geldi saniye surmedi kadar zararim oldu hakkimi helal etmiyorum biraz yorumlari okuyun
4844,calisanlarini rastgele aldigi belli sene once sivasta sikinti yasamistim denizli forumdaki magazada soru soruyoruz arkamizdan laf ediyo saygisizlar ben naptim gittim sirkete bimeksten aldim takip yok ceza yok sikayet ettik
4845,turk telekommu tovbe daha hat iptal ettim kac kere onayladim hala niye iptal ettiniz diye ariyorlar esimin uzerine aldik yine sizin aboneniz diyorum yok efendim neymis baska birinin uzerine aktarabilirmisiz benim hattimi kac kere onayladim iptal islemini guvenmiyorum ben artik turk telekoma merkeze gidip sikayette bulunucam
4846,vestel uzak durun aydir blendirin kapagini degistiremedim
4847,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
4848,cok ibnesin turkcell.zalımsın turkcell.
4849,yok bu kadar reklama göre uydu hızında sanarsn ) #ttnet 75tl fatura oduyorum ona uyz oluyorm  superonline kurtar beni:)
4850,"bizim gözümüzden onbaşısın demiş selocan,  sen  bi̇zi̇m gözümüzde  ne başı  olduğunun farkinda misin  acaba ?"
4851,ne yarismaymis
4852,yaptiginiz kampanya bulundugunuz sektorde ilksiniz teknoloji insanlar elde kalmis yillik urunlere pek merakli degil
4853,ayrica tum formalarda uyumlu yakaladim
4854,ttnette calisan musteri hizmetleri hic boktan anladigi yok anlamadigi gibi telefonu hemn kapatmaya calisyorlar yoldan tutup getirmisler oturtmuslar masaya telefonlat bakiyorlar nere musterilere hizmet kalite ben goremiyorum basliginizdaki yaziyi duzeltin musteri hizmetlerimiz tam saglikli hizmet verememkle birlikte amatordur kusurabakmayin diye yazin musteri hizmetlerine oturtmuslar veletleri anca bos cene koskoca ttnete yakidiyormu hic amator sirketsiniz
4855,turk telekom martta yazmisim hatta yazdigimi dahi unutmustum gerek kalmadi tesekkurler sizde sesli yanit sisteminiz kadar agir calisiyorsunuz sizin musteriniz oldugunuz icin pismanim
4856,hayatimda boyle igrenc reklam gormedim p
4857,hattima tanimli internet paketi olmasina ragmen internetten faydalanamiyorum dir olay basima geliyor artik kesin cozum yapsaniz iyi olacak
4858,bizim bilgisayar kat hizli olacagina kat yavaslamis
4859,hepsi guzel yeter herkeste olsun
4860,degil ronaldo getirmek yapsaniz bos ancak milleti dolandirin ronaldo vereceginiz para alt yapiyi duzeltin
4861,bir ekşi zevkim vardı onu da aldın ya turkcell seni ben var yaaaa ekranımdan niye uzak durmazsin ki
4862,"okuldan 15.15'de çıkıyorum, çıkar çıkmaz turkcell bayiine gidip kontör yükleteceğim, 16.00 gibi atarım mesaj işte :)"
4863,kolay gelsin
4864,allah kurtarsin hacabi
4865,bahçeşehir üniversitesi'nden süreyya ciliv'e özel ödül
4866,fiyatlariniz kazik resmen arada
4867,al benden kadar urunu satip parayi aldilarmi bitti ben urunumu bile alamadim simdi paramin iadesini bekliyorum isallah aliriz paramizi yoksa mahkemelik olucaz
4868,kesinlikle pişman olmazsın.denemeye değer ;)
4869,servis sağlayıcın geçiriyosa android'in suçu ne? ki turkcell'den gayet memnunum ama vodafone'un sınırsız paketleri de var makul
4870,nokia karalama calismasi
4871,merhaba bize ulasan talebinizle ilgili kisa surede sizinle iletisime gececegiz
4872,turkcell miyimm lan ben calarken dinletiyimm jajajajaj:)
4873,gectim fakat telefonum cekmemeye basladi sebekede sikinti var yardimci olurmusunuz
4874,harayin gobeginde yasiyoruz daireli apartmana telefon hatti cekemediniz gelecez dediniz kac aydir bekliyoruz gelmediniz hizmet kotu malesef ustelik yan apartmanda internet var lutfen bizimle iletisime gecin artik
4875,ayinda internet aboneligi alip ayina kadar kullana bilim daha hayla yok internet denen sey yok oldugundan sozlesme oldugu icin her fatura gonderiyo sunuz arizanin dugunu bilmiyosunuz masa basinda atip tutuyosunuz ariza bilgisini ben arayip soyluyorum gelip ilgileniyorsunuz birde ustune usluk tvbu oneriyosunuz intermetin olmadigini bile bile internet yok tvbu nasil kullaniyim iciyosunuz anlamiyorum
4876,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
4877,deneme olumlu
4878,siz once kaybettiginiz davanin parasini odeyin milyon dolar verip reklam yapiyorsunuz bin parayi odememek icin bin takla atiyorsunuz
4879,yoq 4 war şuan gereksiz 5 bekliyorumm
4880,he arada sakin benden cep telefonu numarasi isteme turk telekom zaten halta yaramiyo ama bende heryerde size kara propaganda yapmazsam adam degilim pis sahtekarlar
4881,i̇peğimin turkcell'e geçmesine en çok ben sevinmişimdir kesinlikle.aykutdan daha çok hatta :d
4882,internet sadece cepte istanbulun gobeginde bana mbps yukari hiz veremiyorsunuz ama reklamlarda bol bol fiberliyorsunuz
4883,elbet sonunda oleceksin bende faturaliyim
4884,turktelekom sehir merkezinde bile cekme gucu zayif wodafone veya turkcellw gececegim
4885,sizin hattinizi bedava berseniz almam reklamlariniz ronaldo yerine neden kenan safuoglunu secmediniz ondan hizlisimi var yada baska tukr sporcu yazilar olsun diyorm turk ismini kulanir relan lariniz bile hayriniz olmaz turke
4886,bence efsane reklam olmus insaallah reklam icin harcanan para bosuna gitmez memnun kaliriz fiber gucunden
4887,merhaba iletisim bilgilerinizi sayfanin ust kisminda bulunan mesaj bolumunden iletmeniz durumunda konu hakkinda inceleme yaparak size geri donus yapmak isteriz tesekkurler
4888,teknosa san hic urun almayin sattiklari urun ariza yapinca orali olmuyorlar bile
4889,bahsedilen ayarlari sabah gerceklestirdim
4890,ttnet in servisleri cok iyi superonline da baglanmak kolay ama sorun ciktiginda kimseye ulasamiyorsunuz
4891,yildiztabya haftadir internet yok musteri temsilcilerinize bilgi vermiyorsunuz her gun ariyorum internetimiz zaman gelecek diye birlesmeden dolayi daha iyi hizli internet icin calisma var diyip duruyororlar calismasi hafta suruyor calisma birlesmez olaydiniz kullanmadigim internete fatura gelmis istanbulun gobegine internet veremiyorsunuz bakkal dukkanina dondunuz
4892,kizin adi buyuk olaninki
4893,turkcell le gülümse hayata deyi̇p sabah sabah gicik edermi̇şi̇m :)))
4894,mahhallemize fiber geldi dagitmadiniz aramizda var yok siz taa ronaldoyu getirmissiiniz reklamda oynatiyonuz bizene ronaldodan hizmet verin hizmet
4895,kolay gelsin
4896,ne bicim internet cumartesinden gune kesiyorsunuz daha yeni geldi
4897,philips vazgecmem
4898,mobilde iyi turktelekom kadar once turkcellden gecis yaptim beya yolulduktan sonra memnunum
4899,okadar reklam yaqpiyorsunuz ama sorunu cozemiyorsunuz yazik valla
4900,bu nasil teknoloji ankara uzaklikta haymana culuk mahallesinde oturuyorum internet baglatmak istiyorum defalarca muracaat ettim evimle internet diregi arasinda mesafe var telekom yetkilileri biz direkten fazla dikemeyiz dediler kalan direkleridr kendi imkaninzla dikerseniz internet baglariz dediler burasi hanelik yeni yerlesim merkezi gereginin yapilmasini arz ederim
4901,ronaldoyu getireceginize internet alt yapisini hizlandirin sakaryada
4902,merhaba talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
4903,nedense yaptiniz reklamida hediyeyi goremedik gb
4904,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
4905,giresun goreledeyim ama avea zaten hic cekmiyor evin icinde cekmiyor turk telekom avea birlesince iyice mahvoldu telefonum samsun galaxy grand ama uyumu bilee yok yazik yazik
4906,her patlamada parasini odememize ragmen interneti yavaslatip iletisimimizi engelliyorsunuz ilk firsatta ttnetten kurtuluyorum
4907,gectim hic sey anlamadim hic farkki yok acaba turk telekomdami sikinti var yoksa hepsimi boyle
4908,baz istasyonlarinda yenileme iyilestirme yapilacakmi ben benim gibi yuzlerce insan bunu merak ediyor olarak hizmet aliyoruz vallahi gozumuz yok bizim burada hizmet veren istasyonu yapin olmuyorsa yapin ona bile raziyiz
4909,arkadas gectim hat yok mesaj cekemiyorun konusamiyorsun eski hattim daha iyiydi ya
4910,ben oldum
4911,doruk ülgen bavul &amp; turkcell reklamı yetenek sizsiniz
4912,turk telekom adil kullanim kotasi akk bende yukselmisti lakin simdi geri akk uygulamasi oldugunu normal kullanima gecildigi bilgisi geldi fakat kullanici hala hiz normal akk uygulamasi uygulanmiyor adil durum degil niye ben yazdigim icin internet dustu sacma isleriniz var durumla ilgili aciklama yapmalisiniz
4913,fiberle olalim arkadaslar
4914,karnabahar yemegi menemen salata yapardim
4915,iphone 4s turkcell’de 99 değil 174 liraya geliyor
4916,vodafone herkesin hakki ama sn halaa turkcell
4917,hadi bol sans
4918,sorulan sorularin cevabini niye yazmiyorsunuz
4919,dogaya asik biri olarak gezmeyi tirmanis yapmayi seviyorum adrenalinsiz yasam dusunemiyorum gezilerimde bana buyuk kolaylik saglayacak cantayi almayi istiyorum bol oksijenli gunesli dogayla ice oldugumuz gunler yasamak dilegiyle
4920,hayirli isler mustafa selamlar
4921,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
4922,ayrıca turkcell konusunu da halledeceğiz haftaiçi bakarız dedi :d
4923,merhaba bolgeyi size ilettigimiz baglanti kontrol edebilirsiniz
4924,ne tokat merkez gozova koyunde daha yok
4925,bebegi olan bayanin ilk almasi gereken urun kesinlikle biboron isitici urun sayesinde deneyimli anne olmayi ogrendim cocugumun aglamasina firsat vermeyen pratik saglikli urunu her anneye oneririm
4926,tm hallettim saolun
4927,guzel reklam tebrikler tt
4928,bu turkcell odenmemis faturaniz var smslerini erol koseye yazdiriyor herhalde full caps lock acik. ama bisey isteyince mulayim ve kucuk harf
4929,filmleri zaten kiralanmis olacakti fakat hala acilmadi aldigimiza bin pismaniz
4930,es verip pulas kadar olur
4931,direk turkcell e yapistir
4932,super super simdiden ayneler gunu kutlu olsun iyki anneyiz allaha sukur
4933,"patrona hayat paylaşınca güzel dedim,boşuna hayal kurma rolls royce'un vergisini bile ödeyemezsin dedi, taam dedim..:("
